ADOPTION_DATE,AREA_AR,AREA_EN,CNT_BUILDING,CNT_LAND,CNT_TOTAL,CNT_UNIT,CNT_VILLA,COMPLETION_DATE,DEFAULT_SORT,DESCRIPTION_AR,DESCRIPTION_EN,DEVELOPER_AR,DEVELOPER_EN,DEVELOPER_NUMBER,END_DATE,ESCROW_ACCOUNT_NUMBER,INSPECTION_DATE,MASTER_PROJECT_AR,MASTER_PROJECT_EN,PERCENT_COMPLETED,PRJ_TYPE_AR,PRJ_TYPE_EN,PROJECT_AR,PROJECT_EN,PROJECT_NUMBER,PROJECT_STATUS,PROJECT_VALUE,RN,START_DATE,TOTAL,ZONE_AR,ZONE_EN
,راس الخور الصناعيه الاولى,Ras Al Khor Industrial First,0,1,1,0,0,,DEFAULT,B+G+3P+20+RF,B+G+3P+20+RF,بريستيج سينشوري للتطوير العقاري ش.ذ.م.م,PRESTIGE SANCTUARY REAL ESTATE DEVELOPMENT L.L.C,2509,2028-12-31T00:00:00,,2026-01-06T12:23:26,,,0,عادي,Normal,سانكتشوري باي بريستيج ون,Sanctuary by Prestige One,4332,PENDING,80000000,46,2026-03-01T00:00:00,76,,
,السطوه,Al Satwa,0,0,54,54,0,,DEFAULT,G+2P+8+ROOF,G+2P+8+ROOF,هوم ايدج للتطوير العقاري ش.ذ.م.م,HOMEDGE REAL ESTATE DEVELOPMENT L.L.C,2191,2028-03-20T00:00:00,,2026-01-06T14:15:22,,,0,عادي,Normal,ذا كي,The Key,4333,PENDING,23200000,47,2026-03-20T00:00:00,76,,
,السطوه,Al Satwa,0,1,1,0,0,,DEFAULT,G+2P+8+ROOF,G+2P+8+ROOF,هوم ايدج للتطوير العقاري ش.ذ.م.م,HOMEDGE REAL ESTATE DEVELOPMENT L.L.C,2191,2028-03-20T00:00:00,,,,,,عادي,Normal,أكسيلا,Axilla,4334,PENDING,23200000,48,2026-03-20T00:00:00,76,,
,بوكدرة,Bukadra,0,0,177,177,0,,DEFAULT,Ground Floor+4 Parking+19Floors+Roof (Commercial & Residential),Ground Floor+4 Parking+19Floors+Roof (Commercial & Residential),زينوفا ريليتي للتطوير العقاري ش.ذ.م.م,ZENNOVA REALTY REAL ESTATE DEVELOPMENT L.L.C,2302,2029-06-30T00:00:00,,2026-02-02T17:55:40,,,0,عادي,Normal,زين لاجونز,ZEN LAGOONS,4340,PENDING,140000000,49,2026-03-31T00:00:00,76,,
,البرشاء جنوب الخامسة,Al Barsha South Fifth,0,1,1,0,0,,DEFAULT,G+4P+17+R,G+4P+17+R,ريثينك فيريرا للتطوير العقاري ش.ذ.م.م,RETHINK VIRERA REAL ESTATE DEVELOPMENT L.L.C,2310,2028-10-01T00:00:00,,2026-01-13T16:57:11,,,0,عادي,Normal,ذا ليسيوم,The Lyceum,4342,PENDING,102371436,50,2026-04-01T00:00:00,76,,
,نخلة ديرة,Palm Deira,0,0,76,76,0,,DEFAULT,Residential / Commercial Building G + 2P + 12 Floors,Residential / Commercial Building G + 2P + 12 Floors,ديفال للتطوير العقاري ش.ذ.م.م,DEVAL REAL ESTATE DEVELOPMENT L.L.C,1166,2028-03-31T00:00:00,,2026-01-15T17:28:25,,,0,عادي,Normal,إسلا ريزيدنسز من شيما القابضة,Isla Residences by Chaimaa Holding,4344,PENDING,38021760,51,2026-04-01T00:00:00,76,,
2026-03-11T12:12:54,ند الشبا الاولى,Nad Al Shiba First,0,0,97,0,97,,DEFAULT,"مشروع سكني باجمالي عدد 97 من الفلل المنفصلة (طابق أرضي + 2) كالآتي:
-	55 فيلا 4-غرف نوم  
-	42 فيلا 5-غرف نوم
","Residential project with total number of 97 (G+2) villas as follows: 

- 55 of 4 Bedroom Villas
- 42 of 5 Bedroom Vllas 
",ناس العقارية ش.ذ.م.م,NAS ESTATES L.L.C,1762,2029-08-01T00:00:00,2.06E+11,2026-01-20T11:09:59,,,0,عادي,Normal,ند الشبا جاردنز المرحلة 12 ,Nad Al Sheba Gardens Phase 12,4352,ACTIVE,690000000,52,2026-03-01T00:00:00,76,سلطة دبي للتطوير,Dubai Development Authority (DDA)
2026-03-18T12:14:39,مدينة المطار,Madinat Al Mataar,0,0,100,100,0,,DEFAULT,طابق سفلي+ أرضي + 6 أدوار + سطح,Basement+Ground+6Floor+ROOF,ميرفا هارموني للتطوير العقاري ذ.م.م,MIRFA HARMONY REAL ESTATE DEVELOPMENT L.L.C,2511,2028-03-31T00:00:00,2.06E+11,2026-01-16T17:32:30,,,0,عادي,Normal,قصص ميرفا,STORIES BY MIRFA,4353,ACTIVE,38100000,53,2026-03-01T00:00:00,76,دبي للجنوب,Dubai South
,مدينة المطار,Madinat Al Mataar,0,0,642,642,0,,DEFAULT,(مبنى سكني (2 سرداب + أرضي + 1 بوديوم + 9 طوابق متكررة ,Residential Building (2 Basement + G + 1P + 9 Floors)  ,الهلال الذهبى للتطوير العقاري ش.ذ.م.م,AL HELAL AL ZAHABY REAL ESTATE DEVELOPMENT L.L.C,1124,2032-04-01T00:00:00,,,,,,عادي,Normal,فورست سيتي تاور 3,FOREST CITY TOWER 3,4355,PENDING,200000000,54,2026-04-01T00:00:00,76,,
2026-02-10T14:06:05,جبل علي الأولى,Jabal Ali First,0,0,52,52,0,,DEFAULT,3B+G+7+R,3B+G+7+R,أريستا ون للتطوير العقاري ش.ذ.م.م,ARISTA ONE REAL ESTATE DEVELOPMENT L.L.C,2516,2028-06-30T00:00:00,3.72E+12,2026-01-19T12:22:10,,,0,عادي,Normal,هاتش كيو ايه من اريستا,HQA By Arista,4356,ACTIVE,55000000,55,2026-03-15T00:00:00,76,,
2026-03-02T12:31:01,بوكدرة,Bukadra,0,0,145,145,0,,DEFAULT,G+4P+20 Retail and Residential Building,G+4P+20 Retail and Residential Building,امتياز جي اج دي للتطوير العقاري ش.ذ.م.م,IMTIAZ GHD REAL ESTATE DEVELOPMENT L.L.C,1641,2029-03-15T00:00:00,1.00E+15,2026-01-20T11:53:32,,,0,عادي,Normal,شاقيل من امتياز,CHAVELLE BY IMTIAZ,4360,ACTIVE,118134359,56,2026-03-15T00:00:00,76,,
,ورسان الاولى,Al Warsan First,0,0,312,312,0,,DEFAULT,مبنى سكني ( أرضي + 2 بوديوم +6 طوابق + السطح ),Residential Building (G+2 podium +6 Floors +R ),ليون ستون للعقارات ذ.م.م,LION STONE PROPERTIES L.L.C,2535,2027-08-31T00:00:00,19612505,2026-01-21T18:01:22,,,0,عادي,Normal,ليستون ريزيدنس,Listone Residence,4365,PENDING,98500000,57,2026-04-01T00:00:00,76,,
,سيح شعيب 2,Saih Shuaib 2,0,0,246,246,0,,DEFAULT,1B+G+5F+R,1B+G+5F+R,جي اف اس للعقارات ش.ذ.م.م,G F S REAL ESTATE L.L.C,2053,2028-06-15T00:00:00,19596391,2026-02-04T18:49:05,,,0,عادي,Normal,كوفينتري كيرف,Coventry Curve,4371,PENDING,53000000,58,2026-03-01T00:00:00,76,,
2026-02-12T11:57:37,اليفره 1,Al Yufrah 1,0,0,196,0,196,,DEFAULT,"Residential development consisting of 196 townhouse units (G+1)
","Residential development consisting of 196 townhouse units (G+1)
",إعمار للتطوير (مساهمة عامة),EMAAR DEVELOPMENT P.J.S.C.,1211,2030-03-31T00:00:00,1.64E+12,2026-01-28T12:17:19,,,0,عادي,Normal,ذا فالي - ألفا,The Valley - Alva,4373,ACTIVE,293328000,59,2026-03-31T00:00:00,76,سلطة دبي للتطوير,Dubai Development Authority (DDA)
,نخلة ديرة,Palm Deira,0,1,1,0,0,,DEFAULT,مبنى سكني (أرضي + موقف سيارات 8 + 2),Residential Building (G+2P+8),ان واي اكس للتطوير العقاري ش.ذ.م.م,N Y X REAL ESTATE DEVELOPMENT L.L.C,2263,2028-03-30T00:00:00,,,,,,عادي,Normal,كلا إيل,Calla Isle,4383,PENDING,59000000,60,2026-04-01T00:00:00,76,,
,مدينة المطار,Madinat Al Mataar,0,1,1,0,0,,DEFAULT,Mixed-Use Project (Residential Apartments + Retail + Hotel) comprising 1 Basement + Ground Floor + 9 Floors,Mixed-Use Project (Residential Apartments + Retail + Hotel) comprising 1 Basement + Ground Floor + 9 Floors,كيه ام واي للعقارات ذ.م.م,K M Y REAL ESTATE L.L.C,2116,2029-08-31T00:00:00,,2026-03-05T23:24:08,,,0,عادي,Normal,مارافيل فاميلي كومبلكس,MARAVELLE FAMILY COMPLEX,4387,PENDING,210000000,61,2026-03-01T00:00:00,76,,
,مدينة المطار,Madinat Al Mataar,0,0,51,51,0,,DEFAULT,N/A,PROPOSED RESIDENTIAL BUILDING (G+4+ROOF) ,جي اف اس واندرس للتطوير ذ.م.م,GFS WONDERS DEVELOPERS L.L.C,2190,2028-05-15T00:00:00,,2026-02-11T10:55:39,,,0,عادي,Normal,كوفنتري 49,Coventry 49,4392,PENDING,21000000,62,2026-03-15T00:00:00,76,,
2026-03-23T17:09:01,جبل علي الصناعية الثانية,Jabal Ali Industrial Second,0,0,323,323,0,,DEFAULT,"3B+5P+G+18F+R
","3B+5P+G+18F+R
",سامانا بريميوم للتطوير العقاري ش.ذ.م.م,SAMANA PREMIUM REAL ESTATE DEVELOPMENT L.L.C,2071,2029-09-30T00:00:00,6.56E+12,2026-02-11T09:57:31,,,0,عادي,Normal,سامانا بيزنس هب,Samana Business Hub,4394,ACTIVE,194189567,63,2026-03-01T00:00:00,76,تراخيص,Trakhees
,مدينة المطار,Madinat Al Mataar,0,1,1,0,0,,DEFAULT,N/A,B+G+R,كريستال بي ازور للتطوير العقاري ش.ذ.م.م,CRYSTAL BAY AZURE DEVELOPMENT L.L.C,2491,2028-02-28T00:00:00,,2026-03-07T12:55:17,,,0,عادي,Normal,غلوبنا باي كريستال باي أزور,Globna by Crystal Bay Azure,4395,PENDING,20000000,64,2026-03-01T00:00:00,76,,
,جزر العالم,World Islands,0,1,1,0,0,,DEFAULT,"G+4 Mixed Use Development ( Residential + Commercial )
","G+4 Mixed Use Development ( Residential + Commercial )
",سامانا لوكس للتطوير العقاري ش.ذ.م.م,SAMANA LUX REAL ESTATE DEVELOPMENTS L.L.C,2587,2029-09-30T00:00:00,,,,,,عادي,Normal,جزيرة سامانا,Samana Island,4397,PENDING,384832590,65,2026-03-01T00:00:00,76,,
2026-03-26T15:21:43,ند الشبا الاولى,Nad Al Shiba First,0,0,36,36,0,,DEFAULT,قبو+ارضي+5طوابق تتكون من 30 شقة سكنية و 3 محلات تجارية,B+G+5 Mixed use 30 Residential units + 3 Retail units = 33 Units,ربدان سكوير للتطوير ذ.م.م,RABDAN SQUARE DEVELOPMENTS L.L.C,2567,2028-03-01T00:00:00,1.58E+12,2026-02-16T13:36:33,,,0,عادي,Normal,ربدان سكوير,Rabdan Square,4401,ACTIVE,35000000,66,2026-03-01T00:00:00,76,بلدية دبي,Dubai Municipality
,جبل علي الصناعية الثانية,Jabal Ali Industrial Second,0,1,1,0,0,,DEFAULT,"PROPOSED 4B+G+UG+3P+8+R
RESIDENTIAL BUILDING","PROPOSED 4B+G+UG+3P+8+R
RESIDENTIAL BUILDING",عزيزي ديفليوبمنتس ش.ذ.م.م,AZIZI DEVELOPMENTS L.L.C,1002,2028-03-04T00:00:00,,2026-02-13T11:53:28,,,0,عادي,Normal,عزيزي روز,Azizi Rose,4403,PENDING,67212000,67,2026-03-04T00:00:00,76,,
,وادي الصفا 3,Wadi Al Safa 3,0,1,1,0,0,,DEFAULT,B + G + 7 RESIDENTIAL FLOORS + ROOF,B + G + 7 RESIDENTIAL FLOORS + ROOF,بن غاطي للتطوير العقاري م م ح,Binghatti Developers FZE,1051,2027-06-30T00:00:00,,2026-02-18T13:01:30,,,0,عادي,Normal,بن غاطي سكوير 1,Binghatti Square 1,4405,PENDING,87000000,68,2026-03-01T00:00:00,76,,
,ورسان الرابعة,Warsan Fourth,0,1,1,0,0,,DEFAULT,مبنى سكني أرضي + بوديوم + 5 طوابق,Residential Building G+1P+5,دار الايهم العقارية ذ.م.م,DAR AL AIHAM PROPERTIES L.L.C,2404,2028-04-01T00:00:00,,2026-03-13T07:14:04,,,0,عادي,Normal,الأيهم هومز,Al Aiham Homes,4406,PENDING,33000000,69,2026-04-01T00:00:00,76,,
,وادي الصفا 3,Wadi Al Safa 3,0,1,1,0,0,,DEFAULT,B + G + 7 RESIDENTIAL FLOORS + ROOF,B + G + 7 RESIDENTIAL FLOORS + ROOF,بن غاطي للتطوير العقاري م م ح,Binghatti Developers FZE,1051,2027-06-30T00:00:00,,2026-02-18T13:11:09,,,0,عادي,Normal,بن غاطي سكوير 2 ,Binghatti Square 2,4408,PENDING,174000000,70,2026-03-01T00:00:00,76,,
,وادي الصفا 3,Wadi Al Safa 3,0,1,1,0,0,,DEFAULT,B + G + 7 RESIDENTIAL FLOORS + ROOF,B + G + 7 RESIDENTIAL FLOORS + ROOF,بن غاطي للتطوير العقاري م م ح,Binghatti Developers FZE,1051,2027-06-30T00:00:00,,2026-02-18T13:13:33,,,0,عادي,Normal,بن غاطي سكوير 3 ,Binghatti Square 3,4409,PENDING,284000000,71,2026-03-01T00:00:00,76,,
,مدينة المطار,Madinat Al Mataar,0,1,1,0,0,,DEFAULT,أرضي + 6 طوابق + سطح,G+6+Roof Top,بمكس ايليفن للتطوير العقاري ش.ذ.م.م,BAMX ELEVEN REAL ESTATE DEVELOPMENT L.L.C,2596,2028-01-31T00:00:00,,,,,,عادي,Normal,X11,X11,4414,PENDING,40000000,72,2026-04-01T00:00:00,76,,
,وادي الصفا 5,Wadi Al Safa 5,0,0,129,129,0,,DEFAULT,G+2B+11+R,G+2B+11+R,مجيد للتطوير العقاري ش.ذ.م.م,MAJID DEVELOPMENTS L.L.C,1655,2028-04-01T00:00:00,,2026-02-25T10:29:50,,,0,عادي,Normal,أرلينغتون بارك 2 من مجيد,ARLINGTON PARK II BY MAJID,4425,PENDING,36500000,73,2026-04-01T00:00:00,76,,
,وادي الصفا 5,Wadi Al Safa 5,0,1,1,0,0,,DEFAULT,B+G+3P+13+R,B+G+3P+13+R,ايراز للتطوير العقاري ش.ذ.م.م,IRAZ REAL ESTATE DEVELOPMENT L.L.C,1814,2028-03-31T00:00:00,,2026-02-24T13:33:44,,,0,عادي,Normal,هافينسيا,Havencia,4429,PENDING,60000000,74,2026-03-01T00:00:00,76,,
,البرشاء جنوب الرابعة,Al Barsha South Fourth,0,0,209,209,0,,DEFAULT,"قبو +أرضي+5 بوديوم +2 طابق مكاتب+11  طابق سكني+سطح 
","UG+G+5P+2(O)+11(R)+R
",اوبجيكت ون للتطوير العقاري ش.ذ.م.م,OBJECT ONE REAL ESTATE DEVELOPMENT L.L.C,1579,2027-10-20T00:00:00,,2026-02-27T15:46:22,,,0,عادي,Normal,ون وود ريزيدنس 2,1WOOD RESIDENCE 2,4435,PENDING,46820000,75,2026-03-15T00:00:00,76,,
,البرشاء جنوب الرابعة,Al Barsha South Fourth,0,0,160,160,0,,DEFAULT,أرضي + 3 بوديوم + 17 طابق,G+3P+17,وادان للتطوير العقاري ذ.م.م,WADAN REAL ESTATE DEVELOPMENT L.L.C,2166,2028-03-30T00:00:00,,2026-03-09T11:36:12,,,0,عادي,Normal,تريسورا من ودان,Tresora by Wadan,4442,PENDING,25000000,76,2026-03-30T00:00:00,76,,
